Token.ID	Corpus	Text.ID	Genre	Comments	Type	Semantic.Relation	Whole.Genitive	Whole.Sentence	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy	Possessum.Animacy	Possessor.Givenness	Possessor.Word.Count	Possessum.Word.Count	Possessor.Syl.Count	Possessum.Syl.Count	Prior.Genitive	Possessor.Animacy.Bin	Possessum.Animacy.Bin	Semantic.Relation.Bin	TypeTokenRatio	PossessorFreq	PossessumFreq	PossessorTextFreq	PossessumTextFreq	PossessorLogTFreq	PossessumLogTFreq	Prior.Genitive.Bin	Genre.Bin
ba09.0005.01	Brown	BA09	Press	0	s	OTH	The Controller's charge of rigging		The Controller's	Controller	ProperN	N	charge of rigging	charge	human	other	g	2	3	4	4	of	Anim	Inanim	N	75	2	5	0.001	0.0025	-3	-2.602059991	N	Press
ba09.0015.01	Brown	BA09	Press	0	s	OTH	Berger's direction		Berger's	Berger	ProperN	N	direction	direction	human	other	g	1	1	2	3	s	Anim	Inanim	N	72	7	1	0.0035	0.0005	-2.455931956	-3.301029996	Y	Press
ba09.0023.01	Brown	BA09	Press	0	s	OTH	Berger's decision to sue for the full amount of the performance bond		Berger's	Berger	ProperN	N	decision to sue for the full amount of the performance bond	decision	human	other	g	1	11	2	16	s	Anim	Inanim	N	68	7	1	0.0035	0.0005	-2.455931956	-3.301029996	Y	Press
ba09.0029.01	Brown	BA09	Press	0	of	OTH	president  of the PTC		the PTC	PTC	ProperN	N	president	president	org	human	g	2	1	4	3	s	Inanim	Anim	N	67	3	5	0.0015	0.0025	-2.823908741	-2.602059991	Y	Press
ba09.0034.02	Brown	BA09	Press	1	s	PRT	City Council's Finance Committee		City Council's	City Council	ProperN	N	Finance Committee	Finance Committee	org	org	n	2	2	4	5	of	Inanim	Inanim	Y	75	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
ba09.0039.01	Brown	BA09	Press	0	of	OTH	The cost  of a license		a license	license	CommonN	Y	The cost	cost	other	other	n	2	2	3	2	s	Inanim	Inanim	N	63	6	3	0.003	0.0015	-2.522878745	-2.823908741	Y	Press
ba09.0045.01	Brown	BA09	Press	0	s	OTH	the city's services to animal care		the city's	city	CommonN	N	services to animal care	services	org	other	g	2	4	3	8	of	Inanim	Inanim	N	77	25	3	0.0125	0.0015	-1.903089987	-2.823908741	N	Press
ba09.0047.01	Brown	BA09	Press	0	s	OTH	the city's contributions for animal care		the city's	city	CommonN	N	contributions for animal care	contributions	org	other	g	2	4	3	9	s	Inanim	Inanim	N	75	25	1	0.0125	0.0005	-1.903089987	-3.301029996	Y	Press
ba09.0051.01	Brown	BA09	Press	0	of	OTH	the widow  of the man killed last Nov. 1 by Barnard's hit-run car		the man killed last Nov. 1 by Barnard's hit-run car	man	CommonN	N	the widow	widow	human	human	n	10	2	14	3	s	Anim	Anim	N	75	5	2	0.0025	0.001	-2.602059991	-3	Y	Press
ba09.0051.02	Brown	BA09	Press	0	s	OWN	Barnard's hit-run car		Barnard's	Barnard	ProperN	N	hit-run car	car	human	other	g	1	2	2	3	of	Anim	Inanim	Y	76	4	10	0.002	0.005	-2.698970004	-2.301029996	N	Press
ba09.0056.02	Brown	BA09	Press	0	of	OTH	the circulation  of petitions		petitions	petitions	CommonN	Y	the circulation	circulation	other	other	n	1	2	3	5	s	Inanim	Inanim	N	71	3	1	0.0015	0.0005	-2.823908741	-3.301029996	Y	Press
ba09.0061.01	Brown	BA09	Press	0	s	OTH	the Redevelopment Authority's master plan		the Redevelopment Authority's	Redevelopment Authority	ProperN	N	master plan	plan	org	other	g	3	2	10	3	of	Inanim	Inanim	N	69	2	9	0.001	0.0045	-3	-2.346787486	N	Press
ba09.0066.02	Brown	BA09	Press	0	of	OTH	the center  of the entire two-and-a-half-mile length of the project		the entire two-and-a-half-mile length of the project	length	CommonN	N	the center	center	other	other	n	7	2	14	3	s	Inanim	Inanim	N	70	1	3	5e-4	0.0015	-3.301029996	-2.823908741	Y	Press
ba09.0066.03	Brown	BA09	Press	0	of	OTH	the entire two-and-a-half-mile length  of the project		the project	project	CommonN	N	the entire two-and-a-half-mile length	length	other	other	g	2	4	3	10	of	Inanim	Inanim	N	67	12	1	0.006	0.0005	-2.22184875	-3.301029996	N	Press
ba09.0067.01	Brown	BA09	Press	0	of	OTH	the center  of the development		the development	development	CommonN	N	the center	center	other	other	g	2	2	5	3	of	Inanim	Inanim	N	73	2	3	0.001	0.0015	-3	-2.823908741	N	Press
ba09.0069.01	Brown	BA09	Press	0	of	OTH	the president  of the Kansas City local of the International Association of Fire Fighters		the Kansas City local of the International Association of Fire Fighters	local	CommonN	Y	the president	president	org	human	n	11	2	24	4	of	Inanim	Anim	N	74	3	5	0.0015	0.0025	-2.823908741	-2.602059991	N	Press
ba09.0072.02	Brown	BA09	Press	0	of	PRT	the driveway  of his home		his home	home	CommonN	N	the driveway	driveway	other	other	g	2	2	2	3	of	Inanim	Inanim	Y	74	4	2	0.002	0.001	-2.698970004	-3	N	Press
ba09.0074.01	Brown	BA09	Press	0	s	KIN	Gladden's wife		Gladden's	Gladden	ProperN	N	wife	wife	human	human	g	1	1	2	1	of	Anim	Anim	Y	65	5	1	0.0025	0.0005	-2.602059991	-3.301029996	N	Press
ba09.0076.01	Brown	BA09	Press	0	of	PRT	the hood  of the car		the car	car	CommonN	N	the hood	hood	other	other	g	2	2	2	2	s	Inanim	Inanim	Y	71	10	1	0.005	0.0005	-2.301029996	-3.301029996	Y	Press
ba09.0076.02	Brown	BA09	Press	0	of	PRT	the roof  of the house		the house	house	CommonN	Y	the roof	roof	other	other	g	2	2	2	2	of	Inanim	Inanim	Y	73	8	1	0.004	0.0005	-2.397940009	-3.301029996	N	Press
ba09.0079.01	Brown	BA09	Press	0	s	PRT	the car's starter		the car's	car	CommonN	N	starter	starter	other	other	g	2	1	2	2	of	Inanim	Inanim	Y	72	10	1	0.005	0.0005	-2.301029996	-3.301029996	N	Press
ba09.0082.03	Brown	BA09	Press	1	s	OTH	his union's battle against the teamsters , which began organizing city firemen in 1959		his union's	union	CommonN	N	battle against the teamsters	battle	org	other	g	2	4	3	24	s	Inanim	Inanim	N	67	3	1	0.0015	0.0005	-2.823908741	-3.301029996	Y	Press
ba09.0085.01	Brown	BA09	Press	0	s	OWN	Gladden's home		Gladden's	Gladden	ProperN	N	home	home	human	other	g	1	1	2	1	s	Anim	Inanim	Y	69	5	4	0.0025	0.002	-2.602059991	-2.698970004	Y	Press
ba09.0086.01	Brown	BA09	Press	0	of	OTH	secretary-treasurer  of the local		the local	local	CommonN	N	secretary-treasurer	secretary-treasurer	org	human	g	2	1	3	7	s	Inanim	Anim	N	77	3	1	0.0015	0.0005	-2.823908741	-3.301029996	Y	Press
ba10.0007.01	Brown	BA10	Press	0	s	OTH	the council's annual meeting		the council's	council	CommonN	N	annual meeting	meeting	org	other	g	2	2	3	5	n	Inanim	Inanim	N	77	5	4	0.0025	0.002	-2.602059991	-2.698970004	N	Press
ba10.0008.01	Brown	BA10	Press	0	s	OTH	the United States' challenge		the United States'	United States	ProperN	Y	challenge	challenge	org	other	n	3	1	5	2	s	Inanim	Inanim	N	76	5	3	0.0025	0.0015	-2.602059991	-2.823908741	Y	Press
ba10.0018.01	Brown	BA10	Press	0	of	OTH	the exported goods  of the country		the country	country	CommonN	N	the exported goods	goods	org	other	g	2	3	3	5	s	Inanim	Inanim	N	78	2	1	0.001	0.0005	-3	-3.301029996	Y	Press
ba10.0019.01	Brown	BA10	Press	0	of	OTH	the total income  of one country		one country	country	CommonN	N	the total income	income	org	other	n	2	3	3	5	of	Inanim	Inanim	N	79	2	1	0.001	0.0005	-3	-3.301029996	N	Press
ba10.0020.01	Brown	BA10	Press	0	s	OTH	Portland's civil defense		Portland's	Portland	ProperN	N	civil defense	defense	org	other	g	1	2	2	4	of	Inanim	Inanim	N	79	7	3	0.0035	0.0015	-2.455931956	-2.823908741	N	Press
ba10.0020.02	Brown	BA10	Press	0	s	PRT	the city's schools		the city's	city	CommonN	N	schools	schools	org	org	g	2	1	3	1	s	Inanim	Inanim	Y	81	1	12	5e-4	0.006	-3.301029996	-2.22184875	Y	Press
ba10.0030.01	Brown	BA10	Press	0	s	OTH	Jack Lowe's program		Jack Lowe's	Jack Lowe	ProperN	N	program	program	human	other	n	2	1	2	2	s	Anim	Inanim	N	67	1	4	5e-4	0.002	-3.301029996	-2.698970004	Y	Press
ba10.0033.01	Brown	BA10	Press	0	of	OTH	the statewide meeting  of war mothers		war mothers	mother	CommonN	Y	the statewide meeting	meeting	human	other	n	2	3	3	5	s	Anim	Inanim	N	68	1	4	5e-4	0.002	-3.301029996	-2.698970004	Y	Press
ba10.0045.01	Brown	BA10	Press	0	of	OTH	executive secretary  of the Democratic Party of Oregon		the Democratic Party of Oregon	Democratic Party	ProperN	N	executive secretary	secretary	org	human	n	5	2	11	8	of	Inanim	Anim	N	76	1	7	5e-4	0.0035	-3.301029996	-2.455931956	N	Press
ba10.0054.03	Brown	BA10	Press	0	of	OTH	the 29th general council  of the Assemblies of God		the Assemblies of God	Assemblies of God	ProperN	N	the 29th general council	council	org	org	n	4	4	6	9	of	Inanim	Inanim	N	78	5	5	0.0025	0.0025	-2.602059991	-2.602059991	N	Press
ba10.0058.02	Brown	BA10	Press	1	of	OTH	the great truths  of the Bible		the Bible	Bible	ProperN	N	the great truths	truths	other	other	g	2	3	3	3	of	Inanim	Inanim	N	71	3	1	0.0015	0.0005	-2.823908741	-3.301029996	N	Press
ba10.0060.03	Brown	BA10	Press	0	of	OTH	the revelation  of God		God	God	ProperN	N	the revelation	revelation	human	other	g	1	2	1	5	of	Anim	Inanim	N	64	8	1	0.004	0.0005	-2.397940009	-3.301029996	N	Press
ba10.0060.04	Brown	BA10	Press	0	of	OTH	the infallible , authoritative rule  of faith and conduct		faith and conduct	faith and conduct	CommonN	N	the infallible , authoritative rule	rule	other	other	n	3	4	4	11	of	Inanim	Inanim	N	58	1	2	5e-4	0.001	-3.301029996	-3	N	Press
ba10.0061.02	Brown	BA10	Press	0	of	OTH	the sinless life  of Christ		Christ	Christ	ProperN	N	the sinless life	life	human	other	g	1	3	1	4	of	Anim	Inanim	N	66	2	3	0.001	0.0015	-3	-2.823908741	N	Press
ba10.0061.07	Brown	BA10	Press	0	of	OTH	the right hand  of God		God	God	ProperN	N	the right hand	hand	human	other	g	1	3	1	3	of	Anim	Inanim	N	67	8	1	0.004	0.0005	-2.397940009	-3.301029996	N	Press
ba10.0062.02	Brown	BA10	Press	0	of	OTH	general superintendent  of Assemblies of God		Assemblies of God	Assemblies of God	ProperN	N	general superintendent	superintendent	org	human	g	3	2	5	8	of	Inanim	Anim	N	68	5	3	0.0025	0.0015	-2.602059991	-2.823908741	N	Press
ba10.0066.01	Brown	BA10	Press	0	of	OTH	national secretary  of the home missions department		the home missions department	department	CommonN	N	national secretary	secretary	org	human	n	4	2	7	7	of	Inanim	Anim	N	68	1	7	5e-4	0.0035	-3.301029996	-2.455931956	N	Press
ba10.0066.02	Brown	BA10	Press	0	s	OTH	the first two years' work		the first two years'	year 	CommonN	Y	work	work	other	other	g	4	1	4	1	of	Inanim	Inanim	N	74	6	6	0.003	0.003	-2.522878745	-2.522878745	N	Press
ba10.0072.01	Brown	BA10	Press	0	s	OTH	the denomination's program		the denomination's	denomination	CommonN	N	program	program	org	other	g	2	1	6	2	s	Inanim	Inanim	N	67	4	4	0.002	0.002	-2.698970004	-2.698970004	Y	Press
ba10.0074.01	Brown	BA10	Press	0	s	OTH	the church's ability to change her methods		the church's	church	CommonN	Y	ability to change her methods	ability	org	other	g	2	5	3	9	s	Inanim	Inanim	N	70	13	2	0.0065	0.001	-2.187086643	-3	Y	Press
ba10.0074.04	Brown	BA10	Press	0	of	OTH	the challenge  of this hour		this hour	hour	CommonN	N	the challenge	challenge	other	other	n	2	2	3	3	s	Inanim	Inanim	N	72	1	3	5e-4	0.0015	-3.301029996	-2.823908741	Y	Press
ba10.0079.01	Brown	BA10	Press	0	s	OTH	Portland's insurance fraud trial		Portland's	Portland	ProperN	N	insurance fraud trial	trial	org	other	g	1	3	2	6	of	Inanim	Inanim	N	73	7	3	0.0035	0.0015	-2.455931956	-2.823908741	N	Press
ba11.0007.01	Brown	BA11	Press	0	s	OTH	Catcher Frank House's throw		Catcher Frank House's	Frank House	ProperN	Y	throw	throw	human	other	n	3	1	5	1	n	Anim	Inanim	N	69	1	2	5e-4	0.001	-3.301029996	-3	N	Press
ba11.0009.01	Brown	BA11	Press	0	of	OTH	the start  of the ninth		the ninth	ninth	CommonN	N	the start	start	other	other	g	2	2	2	2	s	Inanim	Inanim	N	77	4	4	0.002	0.002	-2.698970004	-2.698970004	Y	Press
ba11.0009.03	Brown	BA11	Press	1	s	OTH	Frank Cipriani's single under Shortstop Jerry Adair's glove into center		Frank Cipriani's	Frank Cipriani	ProperN	N	single under Shortstop Jerry Adair's glove into center	single	human	other	n	2	8	5	15	of	Anim	Inanim	N	78	1	9	5e-4	0.0045	-3.301029996	-2.346787486	N	Press
ba11.0009.04	Brown	BA11	Press	0	s	OWN	Shortstop Jerry Adair's glove		Shortstop Jerry Adair's	Adair	ProperN	N	glove	glove	human	other	n	3	1	6	1	s	Anim	Inanim	Y	79	3	3	0.0015	0.0015	-2.823908741	-2.823908741	Y	Press
ba11.0015.01	Brown	BA11	Press	0	s	OTH	the Orioles' last two safeties		the Orioles'	Orioles	ProperN	Y	last two safeties	safeties	org	other	g	2	3	4	4	s	Inanim	Inanim	N	71	12	1	0.006	0.0005	-2.22184875	-3.301029996	Y	Press
ba11.0021.03	Brown	BA11	Press	0	s	OTH	Kunkel's wild pitch into the dirt in front of the plate		Kunkel's	Kunkel	ProperN	N	wild pitch into the dirt in front of the plate	pitch	human	other	g	1	10	2	11	s	Anim	Inanim	N	69	4	7	0.002	0.0035	-2.698970004	-2.455931956	Y	Press
ba11.0024.01	Brown	BA11	Press	0	s	OWN	Kunkel's glove		Kunkel's	Kunkel	ProperN	N	glove	glove	human	other	g	1	1	2	1	s	Anim	Inanim	Y	71	4	3	0.002	0.0015	-2.698970004	-2.823908741	Y	Press
ba11.0024.02	Brown	BA11	Press	1	s	BOD	first baseman Throneberry's head		first baseman Throneberry's	Throneberry	ProperN	N	head	head	human	other	n	3	1	6	1	s	Anim	Inanim	Y	72	5	3	0.0025	0.0015	-2.602059991	-2.823908741	Y	Press
ba11.0027.01	Brown	BA11	Press	0	s	OTH	Hyde's next toss		Hyde's	Hyde	ProperN	N	next toss	toss	human	other	g	1	2	1	2	s	Anim	Inanim	N	71	5	1	0.0025	0.0005	-2.602059991	-3.301029996	Y	Press
ba11.0031.01	Brown	BA11	Press	0	s	OTH	Tuttle's 390-foot homer		Tuttle's	Tuttle	ProperN	N	390-foot homer	homer	human	other	n	1	2	2	8	s	Anim	Inanim	N	76	4	4	0.002	0.002	-2.698970004	-2.698970004	Y	Press
ba11.0033.01	Brown	BA11	Press	0	of	OTH	the flavor  of Baltimore's Florida Grapefruit League news		Baltimore's Florida Grapefruit League news	news	CommonN	Y	the flavor	flavor	other	other	g	5	2	10	3	s	Inanim	Inanim	N	80	7	1	0.0035	0.0005	-2.455931956	-3.301029996	Y	Press
ba11.0033.04	Brown	BA11	Press	1	s	OTH	the Army's military training program		the Army's	Army	ProperN	N	military training program	program	org	other	n	2	3	3	8	of	Inanim	Inanim	N	78	3	2	0.0015	0.001	-2.823908741	-3	N	Press
ba11.0034.02	Brown	BA11	Press	0	s	OTH	the Birds' spring squad		the Birds'	Birds	ProperN	Y	spring squad	squad	org	org	g	2	2	2	2	s	Inanim	Inanim	N	81	7	2	0.0035	0.001	-2.455931956	-3	Y	Press
ba11.0035.03	Brown	BA11	Press	0	s	OTH	the winless Birds' sixth setback in a row		the winless Birds'	Birds	ProperN	Y	sixth setback in a row	setback	org	other	g	3	5	3	6	s	Inanim	Inanim	N	80	7	1	0.0035	0.0005	-2.455931956	-3.301029996	Y	Press
ba11.0038.01	Brown	BA11	Press	0	s	OTH	Hansen's weight		Hansen's	Hansen	ProperN	N	weight	weight	human	other	g	1	1	2	1	s	Anim	Inanim	N	79	9	3	0.0045	0.0015	-2.346787486	-2.823908741	Y	Press
ba11.0042.02	Brown	BA11	Press	0	of	OTH	the opening tomorrow night  of a two-game weekend series with the New York Yankees		a two-game weekend series with the New York Yankees	series	CommonN	Y	the opening tomorrow night	opening	other	other	n	9	4	13	8	s	Inanim	Inanim	N	79	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba11.0043.01	Brown	BA11	Press	0	s	OTH	the Flock's veteran knuckleball specialists		the Flock's	Flock	ProperN	N	veteran knuckleball specialists	specialist	org	human	g	2	3	2	9	of	Inanim	Anim	N	76	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Press
ba11.0044.01	Brown	BA11	Press	0	s	OTH	the Yanks' Auburn ( N.Y. ) farm club of the Class-D New York-Pennsylvania League		the Yanks'	Yanks	ProperN	Y	Auburn ( N.Y. ) farm club of the Class-D New York-Pennsylvania League	club	org	org	g	2	10	2	17	s	Inanim	Inanim	N	78	6	4	0.003	0.002	-2.522878745	-2.698970004	Y	Press
ba11.0044.02	Brown	BA11	Press	0	of	OTH	the Yanks' Auburn ( N.Y. ) farm club of the Class-D New York-Pennsylvania League		the Class-D New York-Pennsylvania League	League	ProperN	N	the Yanks' Auburn ( N.Y. ) farm club	club	org	org	g	5	6	10	8	s	Inanim	Inanim	N	78	9	4	0.0045	0.002	-2.346787486	-2.698970004	Y	Press
ba11.0045.01	Brown	BA11	Press	0	s	OTH	the Bombers' Art Ditmar		the Bombers'	Bombers	ProperN	Y	Art Ditmar	Art Ditmar	org	human	g	2	2	3	3	of	Inanim	Anim	N	82	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
ba11.0048.02	Brown	BA11	Press	0	s	OTH	the Army's accelerated wintertime military course		the Army's	Army	ProperN	N	accelerated wintertime military course	course	org	other	g	2	4	3	13	s	Inanim	Inanim	N	88	3	1	0.0015	0.0005	-2.823908741	-3.301029996	Y	Press
ba11.0050.01	Brown	BA11	Press	0	s	OTH	Baltimore's bulky spring-training contingent		Baltimore's	Baltimore	ProperN	N	bulky spring-training contingent	contingent	org	org	g	1	3	3	8	s	Inanim	Inanim	N	83	3	1	0.0015	0.0005	-2.823908741	-3.301029996	Y	Press
ba11.0053.01	Brown	BA11	Press	0	s	KIN	Robinson's pretty wife		Robinson's	Robinson	ProperN	N	pretty wife	wife	human	human	g	1	2	3	3	s	Anim	Anim	Y	76	9	1	0.0045	0.0005	-2.346787486	-3.301029996	Y	Press
ba11.0054.01	Brown	BA11	Press	0	s	OTH	Brooks' teammates		Brook's	Brook	ProperN	N	teammates	teammates	human	human	g	1	1	1	2	s	Anim	Anim	N	77	3	1	0.0015	0.0005	-2.823908741	-3.301029996	Y	Press
ba11.0054.02	Brown	BA11	Press	0	of	OTH	the seven-hit pitching  of three Kansas City rookie hurlers		three Kansas City rookie hurlers	hurler	CommonN	Y	the seven-hit pitching	pitching	human	other	n	5	3	9	6	s	Anim	Inanim	N	78	2	1	0.001	0.0005	-3	-3.301029996	Y	Press
ba11.0055.01	Brown	BA11	Press	0	of	OTH	chairman  of the Oriole board of directors		the Oriole board of directors	director	CommonN	Y	chairman	chairman	org	human	g	5	1	9	2	of	Inanim	Anim	N	81	2	1	0.001	0.0005	-3	-3.301029996	N	Press
ba11.0056.02	Brown	BA11	Press	0	of	PRT	the wing  of the plane		the plane	plane	CommonN	N	the wing	wing	other	other	n	2	2	2	2	of	Inanim	Inanim	Y	88	3	1	0.0015	0.0005	-2.823908741	-3.301029996	N	Press
ba11.0057.01	Brown	BA11	Press	0	s	OTH	the American League's 1961 expansion to the West Coast		the American League's	American League	ProperN	N	1961 expansion to the West Coast	expansion	org	other	n	3	6	6	12	of	Inanim	Inanim	N	87	5	1	0.0025	0.0005	-2.602059991	-3.301029996	N	Press
ba11.0067.02	Brown	BA11	Press	0	s	OTH	Purdue's Dave Mills		Purdue's	Purdue	ProperN	N	Dave Mills	Dave Mills	org	human	n	1	2	2	2	s	Inanim	Anim	N	74	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba11.0068.02	Brown	BA11	Press	0	s	OTH	Mills's early pace		Mills's	Mills	ProperN	Y	early pace	pace	human	other	g	1	2	2	3	s	Anim	Inanim	N	69	5	1	0.0025	0.0005	-2.602059991	-3.301029996	Y	Press
ba11.0073.01	Brown	BA11	Press	0	of	OTH	final indoor meet  of the season		the season	season	CommonN	N	final indoor meet	meet	other	other	g	2	3	3	5	s	Inanim	Inanim	N	75	2	5	0.001	0.0025	-3	-2.602059991	Y	Press
ba11.0077.02	Brown	BA11	Press	0	of	OTH	the last game  of the 1960 season		the 1960 season	season	CommonN	N	the last game	game	other	other	g	3	3	7	3	of	Inanim	Inanim	N	72	2	7	0.001	0.0035	-3	-2.455931956	N	Press
ba12.0001.01	Brown	BA12	Press	0	s	OTH	the team's plays		the team's	team	CommonN	N	plays	plays	org	other	g	2	1	2	1	n	Inanim	Inanim	N	77	6	24	0.003	0.012	-2.522878745	-1.920818754	N	Press
ba12.0004.02	Brown	BA12	Press	0	of	OTH	the most valuable members  of the Longhorn team that will be heavily favored Saturday over Oklahoma in the Cotton Bowl		the Longhorn team that will be heavily favored Saturday over Oklahoma in the Cotton Bowl	team	CommonN	N	the most valuable members	members	org	human	g	15	4	26	7	s	Inanim	Anim	N	78	6	1	0.003	0.0005	-2.522878745	-3.301029996	Y	Press
ba12.0013.01	Brown	BA12	Press	0	of	PRT	the thigh  of his right ( kicking ) leg		his right ( kicking ) leg	leg	CommonN	N	the thigh	thigh	other	other	n	4	2	5	2	of	Inanim	Inanim	Y	78	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Press
ba12.0034.01	Brown	BA12	Press	1	s	OTH	the conference's top four in rushing		the conference's	conference	CommonN	Y	top four in rushing	four	other	human	g	2	4	5	5	of	Inanim	Anim	N	78	4	7	0.002	0.0035	-2.698970004	-2.455931956	N	Press
ba12.0036.01	Brown	BA12	Press	0	s	OTH	Saturday's victory		Saturday's	Saturday	ProperN	N	victory	victory	other	other	n	1	1	3	3	s	Inanim	Inanim	N	74	9	6	0.0045	0.003	-2.346787486	-2.522878745	Y	Press
ba12.0043.01	Brown	BA12	Press	0	of	OTH	the defensive performances  of end Happy Nelson and halfback Billy Gannon		end Happy Nelson and halfback Billy Gannon	Nelson	ProperN	N	the defensive performances	performances	human	other	n	7	3	12	8	s	Anim	Inanim	N	80	2	1	0.001	0.0005	-3	-3.301029996	Y	Press
ba12.0049.01	Brown	BA12	Press	0	s	OTH	the Falcons' aerial thrusts		the Falcons'	Falcons	ProperN	N	aerial thrusts	thrusts	org	other	g	2	2	3	4	of	Inanim	Inanim	N	74	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
ba12.0050.01	Brown	BA12	Press	0	s	OTH	Gannon's territory		Gannon's	Gannon	ProperN	N	territory	territory	human	other	g	1	1	2	4	s	Anim	Inanim	N	73	5	1	0.0025	0.0005	-2.602059991	-3.301029996	Y	Press
ba12.0054.01	Brown	BA12	Press	1	s	OTH	The Air Force's , and the game's , final play		The Air Force's	Air Force	CommonN	Y	, and the game's , final play	play	mix	other	g	3	5	4	6	s	Inanim	Inanim	N	71	3	24	0.0015	0.012	-2.823908741	-1.920818754	Y	Press
ba12.0060.01	Brown	BA12	Press	0	of	OTH	the second play  of the game		the game	game	CommonN	N	the second play	play	other	other	g	2	3	2	4	s	Inanim	Inanim	N	73	28	24	0.014	0.012	-1.853871964	-1.920818754	Y	Press
ba12.0069.01	Brown	BA12	Press	0	s	OTH	Texas Tech's sweat-suits drill		Texas Tech's	Texas Tech	ProperN	N	sweat-suits drill	drill	org	other	g	2	2	3	3	of	Inanim	Inanim	N	76	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
ba12.0069.02	Brown	BA12	Press	0	s	OTH	the Raiders' 38-7 loss to Texas A&M		the Raiders'	Raiders	ProperN	Y	38-7 loss to Texas A & M	loss	org	other	n	2	7	3	12	s	Inanim	Inanim	N	74	1	3	5e-4	0.0015	-3.301029996	-2.823908741	Y	Press
ba12.0070.01	Brown	BA12	Press	0	s	OTH	the Owl's game with LSU		the Owl's	Owl	ProperN	N	game with LSU	game	org	other	g	2	3	2	5	s	Inanim	Inanim	N	75	2	28	0.001	0.014	-3	-1.853871964	Y	Press
ba12.0072.01	Brown	BA12	Press	0	s	OTH	TCU's workout		TCU's	TCU	ProperN	N	workout	workout	org	other	g	1	1	3	2	s	Inanim	Inanim	N	77	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba12.0074.01	Brown	BA12	Press	0	s	OTH	coach Hank Stram's men		coach Hank Stram's	Stram	ProperN	N	men	men	human	human	n	3	1	3	1	s	Anim	Anim	N	75	5	1	0.0025	0.0005	-2.602059991	-3.301029996	Y	Press
ba12.0075.02	Brown	BA12	Press	0	s	OTH	the game's greatest collectors of quarterbacks		the game's	game	CommonN	N	greatest collectors of quarterbacks	collector	other	human	n	2	4	2	9	s	Inanim	Anim	N	75	28	1	0.014	0.0005	-1.853871964	-3.301029996	Y	Press
ba12.0080.02	Brown	BA12	Press	0	s	OTH	the team's place-kicking		the team's	team	CommonN	N	place-kicking	place-kicking	org	other	g	2	1	2	3	s	Inanim	Inanim	N	78	6	3	0.003	0.0015	-2.522878745	-2.823908741	Y	Press
ba12.0089.01	Brown	BA12	Press	0	s	OTH	Denver's Al Carmichael		Denver's	Denver	ProperN	N	Al Carmichael	Al Carmichael	org	human	g	1	2	2	4	s	Inanim	Anim	N	75	4	1	0.002	0.0005	-2.698970004	-3.301029996	Y	Press
ba12.0093.01	Brown	BA12	Press	0	s	OTH	Texas' 545-yard spree against Washington State		Texas'	Texas	ProperN	Y	545-yard spree against Washington State	spree	org	other	g	1	5	3	14	s	Inanim	Inanim	N	73	17	1	0.0085	0.0005	-2.070581074	-3.301029996	Y	Press
ba12.0098.01	Brown	BA12	Press	0	of	OTH	the liveliness  of baseballs currently in use		baseballs currently in use	baseballs	CommonN	Y	the liveliness	liveliness	other	other	n	4	2	7	4	s	Inanim	Inanim	N	75	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba13.0003.01	Brown	BA13	Press	0	s	OTH	Nischwitz' third straight victory of the new season		Nischwitz's	Nischwitz	ProperN	Y	third straight victory of the new season	victory	human	other	g	1	7	2	10	n	Anim	Inanim	N	74	2	3	0.001	0.0015	-3	-2.823908741	N	Press
ba13.0003.03	Brown	BA13	Press	0	s	OTH	the Grizzlies' winning streak		the Grizzlies'	Grizzlies	ProperN	Y	winning streak	streak	org	other	g	2	2	3	3	s	Inanim	Inanim	N	73	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba13.0012.01	Brown	BA13	Press	0	s	OWN	Phil Shartzer's glove		Phil Shartzer's	Phil Shartzer	ProperN	N	glove	glove	human	other	n	2	1	3	1	s	Anim	Inanim	Y	68	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
ba13.0014.01	Brown	BA13	Press	0	s	OTH	Gaines' infielder roller		Gaines'	Gaines	ProperN	N	infield roller	roller	human	other	g	1	2	1	4	s	Anim	Inanim	N	69	2	1	0.001	0.0005	-3	-3.301029996	Y	Press
ba13.0015.02	Brown	BA13	Press	0	s	OTH	Alusik's double		Alusik's	Alusik	ProperN	N	double	double	human	other	g	1	1	3	2	s	Anim	Inanim	N	72	3	8	0.0015	0.004	-2.823908741	-2.397940009	Y	Press
